8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,,1,,Å@,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,2,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,,2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,8,,8,,8,,4,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,,3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,8,,8,,8,,4,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,,4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,8,,8,,8,,4,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,,5,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,3,,8,,8,,4,,8,,8,,8,,8,,8,,8,,8,,8,,8,,6,,,,,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,,1,,1,,4,,1,,8,,1,,8,,1,,8,,1,,8,,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,7,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
